ID,Label,Category,Place,"Lat., Long.",PubType,Affiliation,Gender
"Juarroz, Roberto","Juarroz, Roberto",Author,,,,,
"Jun'ichiro, Tanizaki","Jun'ichiro, Tanizaki",Author,,,,,
"Jung, Mi-kyung","Jung, Mi-kyung",Author,,,,,
"Jung, Young-moon","Jung, Young-moon",Author,,,,,
"Jungersen, Christian","Jungersen, Christian",Author,,,,,
"Jungk, Peter Stephan","Jungk, Peter Stephan",Author,,,,,
"Jungstedt, Mari","Jungstedt, Mari",Author,,,,,
"Kaaberbol, Lene","Kaaberbol, Lene",Author,,,,,
"Kabir, ","Kabir, ",Author,,,,,
"Kadare, Ismail","Kadare, Ismail",Author,,,,,
"Kaddour, Hedi","Kaddour, Hedi",Author,,,,,
"Kakuta, Mitsuyo","Kakuta, Mitsuyo",Author,,,,,
"Kallentoft, Mons","Kallentoft, Mons",Author,,,,,
"Kambayashi, Chohei","Kambayashi, Chohei",Author,,,,,
"Kaminsky, Ilya","Kaminsky, Ilya",Author,,,,,
"Kamuran, Solmaz","Kamuran, Solmaz",Author,,,,,
"Kanai, Mieko","Kanai, Mieko",Author,,,,,
"Kaniuk, Yoram","Kaniuk, Yoram",Author,,,,,
"Kantor, Peter","Kantor, Peter",Author,,,,,
"Kaplinski, Jaan","Kaplinski, Jaan",Author,,,,,
"Kapuscinski, Ryszard","Kapuscinski, Ryszard",Author,,,,,
"Karabashliev, Zachary","Karabashliev, Zachary",Author,,,,,
"Karapanou, Margarita","Karapanou, Margarita",Author,,,,,
"Karasu, Bilge","Karasu, Bilge",Author,,,,,
"Karinthy, Ferenc","Karinthy, Ferenc",Author,,,,,
"Karumidze, Zurab","Karumidze, Zurab",Author,,,,,
"Karystiani, Ioanna","Karystiani, Ioanna",Author,,,,,
"Kashua, Sayed","Kashua, Sayed",Author,,,,,
"Katzir, Judith","Katzir, Judith",Author,,,,,
"Kaus, Jan","Kaus, Jan",Author,,,,,
"Kawakami, Hiromi","Kawakami, Hiromi",Author,,,,,
"Kawata, Ayane","Kawata, Ayane",Author,,,,,
"Kayam, Umar","Kayam, Umar",Author,,,,,
"Kazinski, A.J.","Kazinski, A.J.",Author,,,,,
"Ke, Mang","Ke, Mang",Author,,,,,
"Kehlmann, Daniel","Kehlmann, Daniel",Author,,,,,
"Keilson, Hans","Keilson, Hans",Author,,,,,
"Keller, Luzius","Keller, Luzius",Author,,,,,
"Kemel, Orhan","Kemel, Orhan",Author,,,,,
"Kepler, Lars","Kepler, Lars",Author,,,,,
"Kerangal, Maylis de","Kerangal, Maylis de",Author,,,,,
"Keret, Etgar","Keret, Etgar",Author,,,,,
"Kertesz, Imre","Kertesz, Imre",Author,,,,,
"Kettenbach, Hans Werner","Kettenbach, Hans Werner",Author,,,,,
"Keun, Irmgard","Keun, Irmgard",Author,,,,,
"Khadra, Yasmina","Khadra, Yasmina",Author,,,,,
"Khalifeh, Sahar","Khalifeh, Sahar",Author,,,,,
"Khamissi, Khaled Al","Khamissi, Khaled Al",Author,,,,,
"Khan, Amin","Khan, Amin",Author,,,,,
"Khanna, Rakesh","Khanna, Rakesh",Author,,,,,
"Khara, David","Khara, David",Author,,,,,
"Khasavov, Arslan","Khasavov, Arslan",Author,,,,,
"Khemiri, Jonas Hassen","Khemiri, Jonas Hassen",Author,,,,,
"Khider, Abbas","Khider, Abbas",Author,,,,,
"Khoury-Ghata, Venus","Khoury-Ghata, Venus",Author,,,,,
"Khoury, Elias","Khoury, Elias",Author,,,,,
"Kielland, Alexander Lange","Kielland, Alexander Lange",Author,,,,,
"Kikuchi, Hideyuki","Kikuchi, Hideyuki",Author,,,,,
"Kilito, Abdelfattah","Kilito, Abdelfattah",Author,,,,,
"Kim, Anna","Kim, Anna",Author,,,,,
"Kim, Joo-young","Kim, Joo-young",Author,,,,,
"Kim, Kwang-Kyu","Kim, Kwang-Kyu",Author,,,,,
"Kim, Namcheon","Kim, Namcheon",Author,,,,,
"Kim, Sok-pom","Kim, Sok-pom",Author,,,,,
"Kim, Won-il","Kim, Won-il",Author,,,,,
"Kim, Young-Ha","Kim, Young-Ha",Author,,,,,
"Kimhi, Alona","Kimhi, Alona",Author,,,,,
"Kinsky, Esther","Kinsky, Esther",Author,,,,,
"Kirino, Natsuo","Kirino, Natsuo",Author,,,,,
"Kis, Danilo","Kis, Danilo",Author,,,,,
"Kishimoto, Shiho","Kishimoto, Shiho",Author,,,,,
"Kissam, Edward","Kissam, Edward",Author,,,,,
"Kitahara, Aiko","Kitahara, Aiko",Author,,,,,
"Kitakata, Kenzo","Kitakata, Kenzo",Author,,,,,
"Kitano, Takeshi","Kitano, Takeshi",Author,,,,,
"Kjaerstad, Jan","Kjaerstad, Jan",Author,,,,,
"Kleeberg, Michael","Kleeberg, Michael",Author,,,,,
"Kleist, Heinrich von","Kleist, Heinrich von",Author,,,,,
"Klima, Ladislav","Klima, Ladislav",Author,,,,,
"Kluge, Alexander","Kluge, Alexander",Author,,,,,
"Knausgaard, Karl","Knausgaard, Karl",Author,,,,,
"Knausgaard, Karl Ove","Knausgaard, Karl Ove",Author,,,,,
"Koch, Herman","Koch, Herman",Author,,,,,
"Koeppen, Wolfgang","Koeppen, Wolfgang",Author,,,,,
"Kohan, Martin","Kohan, Martin",Author,,,,,
"Komatsu, Sakyo","Komatsu, Sakyo",Author,,,,,
"Kometani, Foumiko","Kometani, Foumiko",Author,,,,,
"Kondor, Vilmos","Kondor, Vilmos",Author,,,,,
"Koni, Ibrahim Al","Koni, Ibrahim Al",Author,,,,,
"Konstantinos, Theotokis","Konstantinos, Theotokis",Author,,,,,
"Koppel, Hans","Koppel, Hans",Author,,,,,
"Korczak, Janusz","Korczak, Janusz",Author,,,,,
"Kornhauser, Julian","Kornhauser, Julian",Author,,,,,
"Kosman, Admiel","Kosman, Admiel",Author,,,,,
"Kosovel, Srecko","Kosovel, Srecko",Author,,,,,
"Kostin, Sergei","Kostin, Sergei",Author,,,,,
"Kosztolanyi, Deszo","Kosztolanyi, Deszo",Author,,,,,
"Kosztolanyi, Dezso","Kosztolanyi, Dezso",Author,,,,,
"Kozer, Jose","Kozer, Jose",Author,,,,,
"Krajewski, Marek","Krajewski, Marek",Author,,,,,
"Kramer, Pascale","Kramer, Pascale",Author,,,,,
"Krasznahorkai, Laszlo","Krasznahorkai, Laszlo",Author,,,,,
"Krausser, Helmut","Krausser, Helmut",Author,,,,,
"Krechel, Ursula","Krechel, Ursula",Author,,,,,
"Kreslehner, Gabi","Kreslehner, Gabi",Author,,,,,
"Krien, Daniela","Krien, Daniela",Author,,,,,
"Krohn, Leena","Krohn, Leena",Author,,,,,
"Kronauer, Brigitte","Kronauer, Brigitte",Author,,,,,
"Kross, Jaan","Kross, Jaan",Author,,,,,
"Kruger, Michael","Kruger, Michael",Author,,,,,
"Krzhizhanovsky, Sigizimund","Krzhizhanovsky, Sigizimund",Author,,,,,
"Krzhizhanovsky, Sigizmund","Krzhizhanovsky, Sigizmund",Author,,,,,
"Kuciak, Agnieszka","Kuciak, Agnieszka",Author,,,,,
"Kudryavitsky, Anatoly","Kudryavitsky, Anatoly",Author,,,,,
"Kulbak, Moyshe","Kulbak, Moyshe",Author,,,,,
"Kulin, Ayse","Kulin, Ayse",Author,,,,,
"Kumpfmuller, Michael","Kumpfmuller, Michael",Author,,,,,
"Kunze, Reiner","Kunze, Reiner",Author,,,,,
"Kurkov, Andrej","Kurkov, Andrej",Author,,,,,
"Kurkov, Andrey","Kurkov, Andrey",Author,,,,,
"Kuroda, Momoko","Kuroda, Momoko",Author,,,,,
"Kuroi, Senji","Kuroi, Senji",Author,,,,,
"Kurumatani, Choukitsu","Kurumatani, Choukitsu",Author,,,,,
"Kuzechkin, Andrei","Kuzechkin, Andrei",Author,,,,,
"Kuznetsov, Sergey","Kuznetsov, Sergey",Author,,,,,
"Kwee, Tek Hoay","Kwee, Tek Hoay",Author,,,,,
"Kyogoku, Natsuhiko","Kyogoku, Natsuhiko",Author,,,,,
"Kyong-ae, Kang","Kyong-ae, Kang",Author,,,,,
"Kyro, Tuomas","Kyro, Tuomas",Author,,,,,
"Kyun, Ho","Kyun, Ho",Author,,,,,
"Laabi, Abdellatif","Laabi, Abdellatif",Author,,,,,
"Labbe, Carlos","Labbe, Carlos",Author,,,,,
"Lackberg, Camilla","Lackberg, Camilla",Author,,,,,
"Laederach, Jurg","Laederach, Jurg",Author,,,,,
"Laferriere, Dany","Laferriere, Dany",Author,,,,,
"Lafon, Lola","Lafon, Lola",Author,,,,,
"Laforgue, Jules","Laforgue, Jules",Author,,,,,
"Lago, Eduardo","Lago, Eduardo",Author,,,,,
"Lagorio, Gina","Lagorio, Gina",Author,,,,,
"Lakhous, Amara","Lakhous, Amara",Author,,,,,
"Lalucq, Virginie","Lalucq, Virginie",Author,,,,,
"Lamat, Estela","Lamat, Estela",Author,,,,,
"Lan, Lan","Lan, Lan",Author,,,,,
"Landorff, Max","Landorff, Max",Author,,,,,
"Lapeyre, Patrick","Lapeyre, Patrick",Author,,,,,
"Lapid, Lihi","Lapid, Lihi",Author,,,,,
"Lapid, Shulamit","Lapid, Shulamit",Author,,,,,
"Lapidus, Jens","Lapidus, Jens",Author,,,,,
"Lapierre, Alexandra","Lapierre, Alexandra",Author,,,,,
"Lappert, Rolf","Lappert, Rolf",Author,,,,,
"Larbaud, Valery","Larbaud, Valery",Author,,,,,
"Lark, Sarah","Lark, Sarah",Author,,,,,
"Laroche, Hadrien","Laroche, Hadrien",Author,,,,,
"Larsson, Asa","Larsson, Asa",Author,,,,,
"Larsson, Stieg","Larsson, Stieg",Author,,,,,
"Laub, Michel","Laub, Michel",Author,,,,,
"Laurain, Antoine","Laurain, Antoine",Author,,,,,
"Laurel, Juan Tomas Avila","Laurel, Juan Tomas Avila",Author,,,,,
"Laurrent, Eric","Laurrent, Eric",Author,,,,,
"Lavrinenko, Anna","Lavrinenko, Anna",Author,,,,,
"Laxness, Halldor","Laxness, Halldor",Author,,,,,
"Le Clezio, J. M. G.","Le Clezio, J. M. G.",Author,,,,,
"Le Clezio, J.M.G.","Le Clezio, J.M.G.",Author,,,,,
"Le Tellier, Herve","Le Tellier, Herve",Author,,,,,
"Le, Linda","Le, Linda",Author,,,,,
"Leante, Luis","Leante, Luis",Author,,,,,
"Leao, Rodrigo de Souza","Leao, Rodrigo de Souza",Author,,,,,
"LeBlanc, Perrine","LeBlanc, Perrine",Author,,,,,
"Lee, Ki-ho","Lee, Ki-ho",Author,,,,,
"Leferriere, Dany","Leferriere, Dany",Author,,,,,
"Lehr, Thomas","Lehr, Thomas",Author,,,,,
"Lehtolainen, Leena","Lehtolainen, Leena",Author,,,,,
"Lei, Xu","Lei, Xu",Author,,,,,
"Lelord, Francois","Lelord, Francois",Author,,,,,
"Lemaitre, Pierre","Lemaitre, Pierre",Author,,,,,
"Lemmmermayer, Fritz","Lemmmermayer, Fritz",Author,,,,,
"Lenz, Siegfried","Lenz, Siegfried",Author,,,,,
"Leopardi, Giacomo","Leopardi, Giacomo",Author,,,,,
"Lepiau, David","Lepiau, David",Author,,,,,
"Lernet-Holenia, Alexander","Lernet-Holenia, Alexander",Author,,,,,
"Leung, Ping-kwan","Leung, Ping-kwan",Author,,,,,
"Leve, Edouard","Leve, Edouard",Author,,,,,
"Levi, Lia","Levi, Lia",Author,,,,,
"Levi, Mario","Levi, Mario",Author,,,,,
"Levitin, Alexis","Levitin, Alexis",Author,,,,,
"Levitin, Mikhail","Levitin, Mikhail",Author,,,,,
"Levy, Hideo","Levy, Hideo",Author,,,,,
"Levy, Marc","Levy, Marc",Author,,,,,
"Lewis, Caryl","Lewis, Caryl",Author,,,,,
"Lewitscharoff, Sibylle","Lewitscharoff, Sibylle",Author,,,,,
"Li, Rui","Li, Rui",Author,,,,,
"Liebrecht, Savyon","Liebrecht, Savyon",Author,,,,,
"Lilin, Nicolai","Lilin, Nicolai",Author,,,,,
"Lindqvist, John Ajvide","Lindqvist, John Ajvide",Author,,,,,
"Lindstrom, Merethe","Lindstrom, Merethe",Author,,,,,
"Link, Charlotte","Link, Charlotte",Author,,,,,
"Lion, Luis de","Lion, Luis de",Author,,,,,
"Lipska, Ewa","Lipska, Ewa",Author,,,,,
"Lipus, Florjan","Lipus, Florjan",Author,,,,,
"Lisboa, Adriana","Lisboa, Adriana",Author,,,,,
"Lise, Gloria","Lise, Gloria",Author,,,,,
"Lispector, Clarice","Lispector, Clarice",Author,,,,,
"Littell, Jonathan","Littell, Jonathan",Author,,,,,
"Liu, Cixin","Liu, Cixin",Author,,,,,
"Liu, Xiaobo","Liu, Xiaobo",Author,,,,,
"Lleshanaku, Luljeta","Lleshanaku, Luljeta",Author,,,,,
"Llop, Jose Carlos","Llop, Jose Carlos",Author,,,,,
"Loetscher, Hugo","Loetscher, Hugo",Author,,,,,
"Lojo, Maria Rosa","Lojo, Maria Rosa",Author,,,,,
"Lonn, Oystein","Lonn, Oystein",Author,,,,,
"Loo, Tessa de","Loo, Tessa de",Author,,,,,
"Lopatina, Irana","Lopatina, Irana",Author,,,,,
"Lope, Manuel de","Lope, Manuel de",Author,,,,,
"Lopez-Luaces, Marta","Lopez-Luaces, Marta",Author,,,,,
"Lopez, Adriana","Lopez, Adriana",Author,,,,,
"Lorchenkov, Vladimir","Lorchenkov, Vladimir",Author,,,,,
"Lorentz, Iny","Lorentz, Iny",Author,,,,,
"Loschutz, Gert","Loschutz, Gert",Author,,,,,
"Loubiere, Sophie","Loubiere, Sophie",Author,,,,,
"Loureiro, Manel","Loureiro, Manel",Author,,,,,
"Louys, Piere","Louys, Piere",Author,,,,,
"Love, Lilly","Love, Lilly",Author,,,,,
"Lozerec'h, Brigitte","Lozerec'h, Brigitte",Author,,,,,
"Luca, Gherasim","Luca, Gherasim",Author,,,,,
"Lucarelli, Carlo","Lucarelli, Carlo",Author,,,,,
"Lucebert, ","Lucebert, ",Author,,,,,
"Lugones, Leopold","Lugones, Leopold",Author,,,,,
"Luiselli, Valeria","Luiselli, Valeria",Author,,,,,
"Lukyanenko, Sergei","Lukyanenko, Sergei",Author,,,,,
"Luna, Leticia","Luna, Leticia",Author,,,,,
"Lunde, David","Lunde, David",Author,,,,,
"Mabanckou, Alain","Mabanckou, Alain",Author,,,,,
"Mace, Gerard","Mace, Gerard",Author,,,,,
"Machado de Assis, Joaquim Maria","Machado de Assis, Joaquim Maria",Author,,,,,
"Macher, Sabine","Macher, Sabine",Author,,,,,
"Madani, Rachida","Madani, Rachida",Author,,,,,
"Madzirov, Nikola","Madzirov, Nikola",Author,,,,,
"Magden, Perihan","Magden, Perihan",Author,,,,,
"Magnan, Pierre","Magnan, Pierre",Author,,,,,
"Magnason, Andri Snaer","Magnason, Andri Snaer",Author,,,,,
"Magrelli, Valerio","Magrelli, Valerio",Author,,,,,
"Magris, Claudio","Magris, Claudio",Author,,,,,
"Mahfouz, Naguib","Mahfouz, Naguib",Author,,,,,
"Mahfouz, Naquib","Mahfouz, Naquib",Author,,,,,
"Mahmoud, Ahmad","Mahmoud, Ahmad",Author,,,,,
"Maier, Andreas","Maier, Andreas",Author,,,,,
"Maijyo, Otaro","Maijyo, Otaro",Author,,,,,
"Mairal, Pedro","Mairal, Pedro",Author,,,,,
"Makine, Andrei","Makine, Andrei",Author,,,,,
"Mallo, Ernesto","Mallo, Ernesto",Author,,,,,
"Mallock, ","Mallock, ",Author,,,,,
"Malvaldi, Marco","Malvaldi, Marco",Author,,,,,
"Malzieu, Mathias","Malzieu, Mathias",Author,,,,,
"Manchette, J. P.","Manchette, J. P.",Author,,,,,
"Mandanipour, Shahriar","Mandanipour, Shahriar",Author,,,,,
"Mander, Marina","Mander, Marina",Author,,,,,
"Manea, Norman","Manea, Norman",Author,,,,,
"Manfredi, Valerio Massimo","Manfredi, Valerio Massimo",Author,,,,,
"Manguel, Alberto","Manguel, Alberto",Author,,,,,
"Mankell, Henning","Mankell, Henning",Author,,,,,
"Manninen, Teemu","Manninen, Teemu",Author,,,,,
"Mansour, Joyce","Mansour, Joyce",Author,,,,,
"Mantegazza, Paolo","Mantegazza, Paolo",Author,,,,,
"Manto, Saadat Hasan","Manto, Saadat Hasan",Author,,,,,
"Manzano, Roberto","Manzano, Roberto",Author,,,,,
"Marai, Sandor","Marai, Sandor",Author,,,,,
"Maraini, Dacia","Maraini, Dacia",Author,,,,,
"Maranhao, Salgado","Maranhao, Salgado",Author,,,,,
"Marani, Diego","Marani, Diego",Author,,,,,
"Marechal, Leopoldo","Marechal, Leopoldo",Author,,,,,
"Margarit, Joan","Margarit, Joan",Author,,,,,
"Maria Stepanova, Polina Barskova, Anna Khasin","Maria Stepanova, Polina Barskova, Anna Khasin",Author,,,,,
"Marias, Javier","Marias, Javier",Author,,,,,
"Marinkovic, Ranko","Marinkovic, Ranko",Author,,,,,
"Marklund, Liza","Marklund, Liza",Author,,,,,
"Marouane, Leila","Marouane, Leila",Author,,,,,
"Mars, Emma","Mars, Emma",Author,,,,,
"Martiatu, Ines Maria","Martiatu, Ines Maria",Author,,,,,
"Martin, Estaban","Martin, Estaban",Author,,,,,
"Martin, Patrice","Martin, Patrice",Author,,,,,
"Martinaitis, Marcelijus","Martinaitis, Marcelijus",Author,,,,,
"Martinet, Jean-Pierre","Martinet, Jean-Pierre",Author,,,,,
"Martinez, Carole","Martinez, Carole",Author,,,,,
"Martinez, Cyrille","Martinez, Cyrille",Author,,,,,
"Martinez, Guillermo","Martinez, Guillermo",Author,,,,,
"Martinez, Tomas Eloy","Martinez, Tomas Eloy",Author,,,,,
"Martinovich, Victor","Martinovich, Victor",Author,,,,,
"Maruo, Suehiro","Maruo, Suehiro",Author,,,,,
"Masson, Aurelien","Masson, Aurelien",Author,,,,,
"Mastrolilli, Paolo","Mastrolilli, Paolo",Author,,,,,
"Matios, Maria","Matios, Maria",Author,,,,,
"Matsumoto, Seicho","Matsumoto, Seicho",Author,,,,,
"Matsuura, Hisaki","Matsuura, Hisaki",Author,,,,,
"Matsuura, Rieko","Matsuura, Rieko",Author,,,,,
"Mayakovsky, Vladimir","Mayakovsky, Vladimir",Author,,,,,
"Mayo, Eduardo Jimenez","Mayo, Eduardo Jimenez",Author,,,,,
"Mazetti, Katarina","Mazetti, Katarina",Author,,,,,
"Mazzantini, Margaret","Mazzantini, Margaret",Author,,,,,
"Mazzotti, Jose Antonio","Mazzotti, Jose Antonio",Author,,,,,
"Mazzucco, Melania","Mazzucco, Melania",Author,,,,,
"Meddeb, Abdelwahab","Meddeb, Abdelwahab",Author,,,,,
"Mediano, Lorenzo","Mediano, Lorenzo",Author,,,,,
"Medvedev, Kirill","Medvedev, Kirill",Author,,,,,
"Meguid, Ibrahim Abdel","Meguid, Ibrahim Abdel",Author,,,,,
"Meier, Gerhard","Meier, Gerhard",Author,,,,,
"Meinecke, Thomas","Meinecke, Thomas",Author,,,,,
"Meister, Ernst","Meister, Ernst",Author,,,,,
"Mejer, Valerie","Mejer, Valerie",Author,,,,,
"Melancon, Robert","Melancon, Robert",Author,,,,,
"Mendez, Alberto","Mendez, Alberto",Author,,,,,
"Mendoza, Eduardo","Mendoza, Eduardo",Author,,,,,
"Mercier, Pascal","Mercier, Pascal",Author,,,,,
"Messina, Maria","Messina, Maria",Author,,,,,
"Meur, Diane","Meur, Diane",Author,,,,,
"Meyer, Deon","Meyer, Deon",Author,,,,,
"Miano, Leonora","Miano, Leonora",Author,,,,,
"Miaojin, Qiu","Miaojin, Qiu",Author,,,,,
"Michaeliedes, Tefcros","Michaeliedes, Tefcros",Author,,,,,
"Michaelis, Bo Tao","Michaelis, Bo Tao",Author,,,,,
"Michaka, Stephane","Michaka, Stephane",Author,,,,,
"Michal, Karel","Michal, Karel",Author,,,,,
"Michalopoulou, Amanda","Michalopoulou, Amanda",Author,,,,,
"Michaux, Henri","Michaux, Henri",Author,,,,,
"Michellet, Jules","Michellet, Jules",Author,,,,,
"Michon, Pierre","Michon, Pierre",Author,,,,,
"Mieko, Kanai","Mieko, Kanai",Author,,,,,
"Miguel, Luna","Miguel, Luna",Author,,,,,
"Mikhail, Dunya","Mikhail, Dunya",Author,,,,,
"Mikolajewski, Jaroslaw","Mikolajewski, Jaroslaw",Author,,,,,
"Miles, Valerie","Miles, Valerie",Author,,,,,
"Miller, Wayne","Miller, Wayne",Author,,,,,
"Milobedzka, Krystyna","Milobedzka, Krystyna",Author,,,,,
"Miloszewski, Zygmunt","Miloszewski, Zygmunt",Author,,,,,
"Mimi, Ye","Mimi, Ye",Author,,,,,
"Minaro, Kanae","Minaro, Kanae",Author,,,,,
"Minervudottir, Gurun Eva","Minervudottir, Gurun Eva",Author,,,,,
"Ming-Yi, Wu","Ming-Yi, Wu",Author,,,,,
"Ming, Wu","Ming, Wu",Author,,,,,
"Minga, Ana","Minga, Ana",Author,,,,,
"Mingarelli, Hubert","Mingarelli, Hubert",Author,,,,,
"Minier, Bernard","Minier, Bernard",Author,,,,,
"Mishani, D.A.","Mishani, D.A.",Author,,,,,
"Mistral, Gabriela","Mistral, Gabriela",Author,,,,,
"Mitsios, Helen","Mitsios, Helen",Author,,,,,
"Miyabe, Miyuki","Miyabe, Miyuki",Author,,,,,
"Mizukami, Tsutomu","Mizukami, Tsutomu",Author,,,,,
"Mizuko, Masuda","Mizuko, Masuda",Author,,,,,
"Mizumura, Minae","Mizumura, Minae",Author,,,,,
"MLB, ","MLB, ",Author,,,,,
"Moberg, Vilhelm","Moberg, Vilhelm",Author,,,,,
"Mochizuki, Aska","Mochizuki, Aska",Author,,,,,
"Modarressi, Taghi","Modarressi, Taghi",Author,,,,,
"Moers, Walter","Moers, Walter",Author,,,,,
"Mohammed, Sadek","Mohammed, Sadek",Author,,,,,
"Moix, Ana Maria","Moix, Ana Maria",Author,,,,,
"Molay, Frederique","Molay, Frederique",Author,,,,,
"Molina, Antonio Munoz","Molina, Antonio Munoz",Author,,,,,
"Monenembo, Tierno","Monenembo, Tierno",Author,,,,,
"Montalban, Manuel Vazquez","Montalban, Manuel Vazquez",Author,,,,,
"Montalbetti, Christine","Montalbetti, Christine",Author,,,,,
"Montero, Rosa","Montero, Rosa",Author,,,,,
"Montero, Rose","Montero, Rose",Author,,,,,
"Montes, Javier","Montes, Javier",Author,,,,,
"Monzo, Quim","Monzo, Quim",Author,,,,,
"Moor, Margriet de","Moor, Margriet de",Author,,,,,
"Morand, Paul","Morand, Paul",Author,,,,,
"Moravia, Alberto","Moravia, Alberto",Author,,,,,
"Morchiladze, Aka","Morchiladze, Aka",Author,,,,,
"Moring, Marcel","Moring, Marcel",Author,,,,,
"Morling, Malena","Morling, Malena",Author,,,,,
"Morozzi, Gianluca","Morozzi, Gianluca",Author,,,,,
"Mort, Valzhyna","Mort, Valzhyna",Author,,,,,
"Mosbah, Islam","Mosbah, Islam",Author,,,,,
"Mosbahi, Hassouna","Mosbahi, Hassouna",Author,,,,,
"Moscona, Myriam","Moscona, Myriam",Author,,,,,
"Mosebach, Martin","Mosebach, Martin",Author,,,,,
"Motte, Anders de la","Motte, Anders de la",Author,,,,,
"Mourad, Kenize","Mourad, Kenize",Author,,,,,
"Moya, Horacio Castellanos","Moya, Horacio Castellanos",Author,,,,,
"Mozetic, Brane","Mozetic, Brane",Author,,,,,
"Mozzi, Giulio","Mozzi, Giulio",Author,,,,,
"Mugur, Paul Doru","Mugur, Paul Doru",Author,,,,,
"Mujica, Miguel Correa","Mujica, Miguel Correa",Author,,,,,
"Mukasonga, Scholastique","Mukasonga, Scholastique",Author,,,,,
"Mukti, Haji","Mukti, Haji",Author,,,,,
"Muller, Herta","Muller, Herta",Author,,,,,
"Munoz Molina, Antonio","Munoz Molina, Antonio",Author,,,,,
"Murakami, Haruki","Murakami, Haruki",Author,,,,,
"Murakami, Ryu","Murakami, Ryu",Author,,,,,
"Murgia, Michela","Murgia, Michela",Author,,,,,
"Mussa, Alberto","Mussa, Alberto",Author,,,,,
"Mustafa, Shakir","Mustafa, Shakir",Author,,,,,
"Mysliwski, Wieslaw","Mysliwski, Wieslaw",Author,,,,,
"Nadas, Peter","Nadas, Peter",Author,,,,,
"Naga, Ito","Naga, Ito",Author,,,,,
"Naiqian, Cao","Naiqian, Cao",Author,,,,,
"Najmi, Hassan","Najmi, Hassan",Author,,,,,
"Nakamura, Fumi","Nakamura, Fumi",Author,,,,,
"Nakamura, Fuminori","Nakamura, Fuminori",Author,,,,,
"Nasiri, Buthaina Al","Nasiri, Buthaina Al",Author,,,,,
"Nasrallah, Ibrahim","Nasrallah, Ibrahim",Author,,,,,
"Nasrin, Taslima","Nasrin, Taslima",Author,,,,,
"Nasser, Amjad","Nasser, Amjad",Author,,,,,
"Naum, Gellu","Naum, Gellu",Author,,,,,
"Navarro, Elvira","Navarro, Elvira",Author,,,,,
"Nayden, Michael","Nayden, Michael",Author,,,,,
"Nazarahari, Erfan","Nazarahari, Erfan",Author,,,,,
"NDiaye, Marie","NDiaye, Marie",Author,,,,,
"Negron, Luis","Negron, Luis",Author,,,,,
"Negroni, Maria","Negroni, Maria",Author,,,,,
"Neimi, Salwa al","Neimi, Salwa al",Author,,,,,
"Nekrasov, Vsevolod","Nekrasov, Vsevolod",Author,,,,,
"Nemirovsky, Irene","Nemirovsky, Irene",Author,,,,,
"Neri, Giampiero","Neri, Giampiero",Author,,,,,
"Neruda, Pablo","Neruda, Pablo",Author,,,,,
"Nerval, Gerard de","Nerval, Gerard de",Author,,,,,
"Nesbo, Jo","Nesbo, Jo",Author,,,,,
"Nescio, ","Nescio, ",Author,,,,,
"Nesser, Hakan","Nesser, Hakan",Author,,,,,
"Nettel, Guadalupe","Nettel, Guadalupe",Author,,,,,
"Neuhaus, Nele","Neuhaus, Nele",Author,,,,,
"Neuman, Andres","Neuman, Andres",Author,,,,,
"Neveu, Chantal","Neveu, Chantal",Author,,,,,
"Nevo, Eshkol","Nevo, Eshkol",Author,,,,,
"Neyshaboori, Sheikh Faideddin Attar","Neyshaboori, Sheikh Faideddin Attar",Author,,,,,
"Nezval, Vitezslav","Nezval, Vitezslav",Author,,,,,
"Ngan, Da","Ngan, Da",Author,,,,,
"Ngo Tu, Lap","Ngo Tu, Lap",Author,,,,,
"Nielsen, Carsten Rene","Nielsen, Carsten Rene",Author,,,,,
"Nikitin, Alexi","Nikitin, Alexi",Author,,,,,
"Nikolov, Lyubomir","Nikolov, Lyubomir",Author,,,,,
"Ning, Tie","Ning, Tie",Author,,,,,
"Nister, Der","Nister, Der",Author,,,,,
"Nivedita, Charu","Nivedita, Charu",Author,,,,,
"Nizon, Paul","Nizon, Paul",Author,,,,,
"Nkulu-N'Sengha, Mutombo","Nkulu-N'Sengha, Mutombo",Author,,,,,
"Nobuo, Ayukawa","Nobuo, Ayukawa",Author,,,,,
"Noel, Bernard","Noel, Bernard",Author,,,,,
"Noiville, Florence","Noiville, Florence",Author,,,,,
"Nojiri, Housuke","Nojiri, Housuke",Author,,,,,
"Nomura, Kiwao","Nomura, Kiwao",Author,,,,,
"Nonami, Asa","Nonami, Asa",Author,,,,,
"Noort, Saskia","Noort, Saskia",Author,,,,,
"Nooteboom, Cees","Nooteboom, Cees",Author,,,,,
"Nordbrandt, Henrik","Nordbrandt, Henrik",Author,,,,,
"Nors, Dorthe","Nors, Dorthe",Author,,,,,
"Norwid, Cyprian","Norwid, Cyprian",Author,,,,,
"Nothomb, Amelie","Nothomb, Amelie",Author,,,,,
"Nouraie-Simone, Fereshteh","Nouraie-Simone, Fereshteh",Author,,,,,
"Novak, Boris","Novak, Boris",Author,,,,,
"Novak, Maja","Novak, Maja",Author,,,,,
"Nunez, Anibal","Nunez, Anibal",Author,,,,,
"Nyberg, Fredrik","Nyberg, Fredrik",Author,,,,,
"Nyembezi, Sibusiso","Nyembezi, Sibusiso",Author,,,,,
